"id","date","price","bedrooms","bathrooms","living","lot","floors","waterfront","condition","above","basement","year","zipcode","living15","lot15","renovated"
8043700105,"4/17/2015",2300000,4,4,4360,8175,2.5,"yes","neutral",3940,420,2007,98008,2670,8525,"no"
8043700300,"6/8/2014",2700000,4,3.25,4420,7850,2,"yes","neutral",3150,1270,2001,98008,2760,8525,"no"
8069000075,"12/29/2014",790000,4,1.75,2460,10061,1,"yes","neutral",1410,1050,1961,98178,2300,10061,"no"
8073000480,"7/22/2014",869000,2,1.75,1900,13122,1,"yes","neutral",1100,800,1954,98178,1650,13160,"no"
8073000491,"12/11/2014",7e+05,4,1.75,1950,7139,1,"yes","neutral",1150,800,1957,98178,1600,13122,"no"
8073000495,"10/10/2014",7e+05,2,1,1160,17635,1,"yes","neutral",1160,0,1945,98178,1510,13122,"no"
8073000550,"4/15/2015",1700000,4,3.75,3190,17186,2,"yes","neutral",3190,0,1999,98178,2290,13496,"no"
8073000585,"7/15/2014",840500,4,2.25,2290,12174,1,"yes","neutral",1490,800,1948,98178,2290,9379,"no"
8091670030,"5/12/2014",383000,4,2.5,2160,6223,2,"no","neutral",2160,0,2010,98038,2160,5555,"no"
8096000060,"4/13/2015",655000,2,1.75,1450,15798,2,"yes","neutral",1230,220,1915,98166,2030,13193,"no"
8106100105,"11/14/2014",3850000,4,4.25,5770,21300,2,"yes","good",5770,0,1980,98040,4620,22748,"no"
8121200460,"11/19/2014",530000,3,2.5,2030,10958,2,"no","neutral",2030,0,1983,98052,1960,10282,"no"
8126300410,"7/25/2014",650000,4,1.75,2390,12000,1,"no","neutral",1470,920,1979,98052,2110,12000,"no"
8161010060,"12/18/2014",504750,3,2.5,2490,21937,2,"no","neutral",2490,0,1993,98014,2450,21937,"no"
8165500790,"12/29/2014",336900,3,2.5,1690,1200,2,"no","neutral",1410,280,2014,98106,1740,1664,"no"
8550001515,"10/1/2014",429592,2,2.75,1992,10946,1.5,"yes","great",1288,704,1903,98070,1110,8328,"no"
8563030280,"5/13/2014",7e+05,3,2.5,2030,8398,2,"no","good",2030,0,1975,98008,2450,8104,"no"
8572900135,"5/23/2014",399500,3,1.75,2420,12676,2,"no","neutral",2420,0,1911,98045,1210,6769,"no"
8644000060,"10/24/2014",237000,3,1.75,1270,8470,1,"no","good",1270,0,1960,98198,1600,8470,"no"
8645511500,"4/20/2015",352750,4,2.75,2270,24237,1,"no","good",1360,910,1977,98058,2050,8016,"no"
8651510380,"8/21/2014",310000,3,2,2070,9195,1,"no","neutral",1220,850,1982,98074,2080,9551,"no"
8682260470,"6/19/2014",437000,2,1.75,1440,4225,1,"no","neutral",1440,0,2005,98053,1680,6200,"no"
8682261650,"7/10/2014",554000,2,2,1670,4996,1,"no","neutral",1670,0,2004,98053,1670,4996,"no"
8691310070,"6/18/2014",913000,4,2.5,3640,10576,2,"no","neutral",3640,0,1999,98075,3370,10351,"no"
8731800210,"7/11/2014",235000,3,2.5,2350,9051,1,"no","good",1570,780,1966,98023,2270,8748,"no"
8731801190,"12/23/2014",269000,3,2.25,1950,8661,1,"no","good",1950,0,1966,98023,1950,8800,"no"
8731951670,"6/6/2014",270000,4,2.25,1900,8600,1,"no","good",1900,0,1975,98023,2120,8000,"no"
8731960540,"12/15/2014",242000,4,2.5,1750,11400,2,"no","good",1750,0,1975,98023,1890,9024,"no"
8732130140,"12/22/2014",285000,4,2.25,2150,8250,1,"no","good",1240,910,1978,98023,2050,7875,"no"
8805900430,"12/29/2014",1150000,4,2.5,1940,4875,2,"no","good",1940,0,1925,98112,1790,4875,"no"
8819900270,"5/20/2014",440000,2,1.75,1300,4000,2,"no","neutral",1300,0,1948,98105,1350,4013,"no"
8825900070,"8/18/2014",705000,6,2,2570,4240,1.5,"no","good",1970,600,1911,98115,2030,4240,"no"
8835210130,"8/8/2014",3e+05,2,1.5,1150,3927,2,"no","neutral",1150,0,1982,98034,1400,3425,"no"
8888000055,"12/30/2014",530000,3,0.75,920,20412,1,"yes","great",920,0,1950,98070,1162,54705,"no"
8901001335,"11/3/2014",637000,4,2.75,2850,7510,2,"no","neutral",2850,0,2008,98125,1510,8833,"no"
8917100020,"6/6/2014",1150000,3,1.5,2170,16600,1,"yes","neutral",1130,1040,1979,98052,3130,13875,"no"
8923600185,"8/29/2014",8e+05,3,2.5,2760,9471,1,"no","neutral",1760,1000,1956,98115,3040,6765,"no"
8927600070,"1/13/2015",630000,3,1.75,1540,6930,1,"no","neutral",1250,290,1944,98115,1760,6930,"no"
8929000090,"7/2/2014",484998,4,2.5,1540,1870,2,"no","neutral",1540,0,2014,98029,1540,1619,"no"
8937500020,"2/10/2015",325000,3,1.75,2420,14862,1,"no","neutral",1380,1040,1977,98023,2550,14675,"no"
8937600080,"1/26/2015",295000,3,1.75,1930,13350,1,"no","neutral",1930,0,1967,98023,2270,13350,"no"
9117000170,"5/5/2015",268643,4,2.25,1810,9240,2,"no","neutral",1810,0,1961,98055,1660,9240,"no"
9141100070,"1/26/2015",575000,5,2.5,1970,12375,1,"no","neutral",1570,400,1959,98133,1970,8941,"no"
9164100035,"4/29/2015",655000,1,1,1660,5422,1,"no","good",830,830,1908,98117,1100,5356,"no"
9197100263,"8/19/2014",237000,3,1.75,2000,12208,1,"no","neutral",1140,860,1979,98032,1060,8194,"no"
9201300020,"8/11/2014",1520000,3,2.25,2610,9409,1,"yes","good",2610,0,1963,98075,2970,9156,"no"
9201300050,"8/14/2014",1850000,5,2.25,2800,8442,2,"yes","neutral",2800,0,1963,98075,3220,9156,"yes"
9238450160,"4/28/2015",389000,3,1,1280,9630,1,"no","neutral",1280,0,1968,98072,1300,9453,"no"
9238500190,"12/2/2014",440000,4,2.25,2600,28600,1,"no","neutral",1810,790,1968,98072,2580,26950,"no"
9253900271,"1/7/2015",3570000,5,4.5,4850,10584,2,"yes","neutral",3540,1310,2007,98008,3470,18270,"no"
9253900408,"4/8/2015",1400000,3,2.75,3130,19530,1,"yes","neutral",1690,1440,1947,98008,2980,18782,"no"
9253900417,"1/28/2015",1600000,3,2.5,2850,19593,1.5,"yes","neutral",1790,1060,1978,98008,2850,18782,"no"
9257900010,"4/22/2015",499900,4,2.25,2360,7650,1,"no","neutral",1640,720,1963,98155,2320,11060,"no"
9262800002,"7/8/2014",232000,3,1.5,1460,15000,1,"no","neutral",1460,0,1966,98001,1510,15000,"no"
9264920870,"10/23/2014",3e+05,3,2.25,1730,10030,1,"no","good",1730,0,1985,98023,2090,8823,"no"
9265880040,"5/9/2014",557000,4,2.5,2840,4500,2,"no","neutral",2840,0,2012,98028,2840,4939,"no"
9268850160,"2/6/2015",293467,4,2,1590,942,3,"no","neutral",1590,0,2008,98027,1390,942,"no"
9268851670,"4/24/2015",645000,3,2.5,2170,1984,2.5,"no","neutral",2170,0,2008,98027,2150,1984,"no"
9285800345,"6/26/2014",320000,2,1,950,5316,1,"no","neutral",950,0,1948,98126,1620,6085,"no"
9297301055,"12/9/2014",363000,2,1,1120,4800,1,"no","neutral",770,350,1926,98126,1510,4800,"no"
9301300270,"2/23/2015",1330000,3,3,3180,2758,2,"no","neutral",2240,940,2008,98109,2420,2758,"no"
9358000780,"5/12/2015",275000,2,1,830,5610,1,"no","neutral",830,0,1922,98126,1310,2793,"no"
9358002375,"3/5/2015",420000,6,3,2290,6344,2,"no","neutral",2290,0,1980,98126,1360,3202,"no"
9362000040,"6/23/2014",3400000,3,4.5,5230,17826,2,"yes","neutral",3740,1490,2005,98040,3670,17826,"no"
9406500530,"9/12/2014",249000,2,2,1090,1357,2,"no","neutral",1090,0,1990,98028,1078,1318,"no"
9412400220,"7/10/2014",1610000,4,2.75,5470,18200,2,"yes","neutral",3730,1740,1992,98118,3620,15100,"no"
9422400035,"9/12/2014",477500,2,2,2090,6000,2,"no","neutral",2090,0,1918,98116,1600,5400,"no"
9432900560,"2/12/2015",290000,3,2.5,2360,8764,2,"no","neutral",2360,0,1991,98022,2360,8746,"no"
9459200110,"6/10/2014",315000,2,1,1740,3622,1,"no","good",950,790,1924,98118,1270,3800,"no"
9465910190,"5/29/2014",6e+05,3,1.75,2930,19876,1,"no","neutral",2030,900,1993,98072,2740,11499,"no"
9471201175,"5/6/2014",1580000,4,3.25,3760,10920,1.5,"no","great",2400,1360,1950,98105,3430,11050,"no"
9523102660,"5/13/2014",560000,3,1,1440,5000,2,"no","neutral",1440,0,1910,98103,1850,4500,"no"
9536600010,"12/23/2014",520000,4,0.75,1960,8277,1,"yes","good",1320,640,1923,98198,1940,8402,"no"
9557300190,"7/11/2014",440000,3,2.25,1900,7225,1,"no","neutral",1220,680,1970,98008,1900,7399,"no"
9808700762,"6/11/2014",7060000,5,4.5,10040,37325,2,"yes","neutral",7680,2360,1940,98004,3930,25449,"yes"
9828701741,"10/21/2014",489000,2,2.75,1465,972,2,"no","neutral",1050,415,2006,98112,1480,1430,"no"
9828702895,"10/22/2014",7e+05,4,1.75,2420,520,1.5,"no","neutral",2420,0,1900,98112,1200,1170,"no"
